,Country,Year,Age,Employment Gap in %,Employed Persons in Thousands,IndexValueEmployment
1574,Spain,2010,Y25-54,0.12,15174,0.88
1575,Spain,2011,Y25-54,0.12,14955,0.88
1576,Spain,2012,Y25-54,0.09,14335,0.91
1577,Spain,2013,Y25-54,0.09,13944,0.91
1578,Spain,2014,Y25-54,0.1,14067,0.9
1579,Spain,2015,Y25-54,0.11,14320,0.89
1580,Spain,2016,Y25-54,0.11,14571,0.89
1581,Spain,2017,Y25-54,0.12,14786,0.88
1582,Spain,2018,Y25-54,0.12,15032,0.88
1583,Spain,2019,Y25-54,0.12,15214,0.88
1584,Spain,2020,Y25-54,0.12,14609,0.88
1585,Spain,2021,Y25-54,0.11,14882,0.89
1599,Finland,2009,Y25-54,0.03,1718,0.97
1600,Finland,2010,Y25-54,0.05,1691,0.95
1601,Finland,2011,Y25-54,0.06,1700,0.94
1602,Finland,2012,Y25-54,0.06,1690,0.94
1603,Finland,2013,Y25-54,0.06,1672,0.94
1604,Finland,2014,Y25-54,0.05,1661,0.95
1605,Finland,2015,Y25-54,0.05,1646,0.95
1606,Finland,2016,Y25-54,0.06,1647,0.94
1607,Finland,2017,Y25-54,0.05,1662,0.95
1608,Finland,2018,Y25-54,0.06,1699,0.94
1609,Finland,2019,Y25-54,0.06,1712,0.94
1610,Finland,2020,Y25-54,0.05,1697,0.95
1611,Finland,2021,Y25-54,0.03,1717,0.97
1612,France,2009,Y25-54,0.09,20825,0.91
1613,France,2010,Y25-54,0.08,20762,0.92
1614,France,2011,Y25-54,0.09,20627,0.91
1615,France,2012,Y25-54,0.08,20466,0.92
1616,France,2013,Y25-54,0.07,20374,0.9299999999999999
1617,France,2014,Y25-54,0.07,20301,0.9299999999999999
1618,France,2015,Y25-54,0.06,20141,0.94
1619,France,2016,Y25-54,0.07,20138,0.9299999999999999
1620,France,2017,Y25-54,0.08,20152,0.92
1621,France,2018,Y25-54,0.07,20189,0.9299999999999999
1622,France,2019,Y25-54,0.07,20155,0.9299999999999999
1623,France,2020,Y25-54,0.07,20009,0.9299999999999999
1624,France,2021,Y25-54,0.08,20087,0.92
1625,Croatia,2009,Y25-54,0.09,1353,0.91
1626,Croatia,2010,Y25-54,0.07,1303,0.9299999999999999
1627,Croatia,2011,Y25-54,0.09,1255,0.91
1628,Croatia,2012,Y25-54,0.08,1218,0.92
1629,Croatia,2013,Y25-54,0.07,1193,0.9299999999999999
1630,Croatia,2014,Y25-54,0.06,1233,0.94
1631,Croatia,2015,Y25-54,0.06,1231,0.94
1632,Croatia,2016,Y25-54,0.08,1216,0.92
1633,Croatia,2017,Y25-54,0.08,1241,0.92
1634,Croatia,2018,Y25-54,0.06,1257,0.94
1635,Croatia,2019,Y25-54,0.07,1263,0.9299999999999999
1636,Croatia,2020,Y25-54,0.08,1245,0.92
1637,Croatia,2021,Y25-54,0.08,1247,0.92
1638,Hungary,2009,Y25-54,0.05,3213,0.95
1639,Hungary,2010,Y25-54,0.05,3158,0.95
1640,Hungary,2011,Y25-54,0.07,3154,0.9299999999999999
1641,Hungary,2012,Y25-54,0.05,3192,0.95
1642,Hungary,2013,Y25-54,0.05,3225,0.95
1643,Hungary,2014,Y25-54,0.06,3339,0.94
1644,Hungary,2015,Y25-54,0.07,3390,0.9299999999999999
1645,Hungary,2016,Y25-54,0.06,3460,0.94
1646,Hungary,2017,Y25-54,0.07,3510,0.9299999999999999
1647,Hungary,2018,Y25-54,0.06,3544,0.94
1648,Hungary,2019,Y25-54,0.07,3576,0.9299999999999999
1649,Hungary,2020,Y25-54,0.08,3533,0.92
1650,Hungary,2021,Y25-54,0.07,3545,0.9299999999999999
1651,Ireland,2009,Y25-54,0.12,1451,0.88
1652,Ireland,2010,Y25-54,0.1,1414,0.9
1653,Ireland,2011,Y25-54,0.1,1399,0.9
1654,Ireland,2012,Y25-54,0.11,1403,0.89
1655,Ireland,2013,Y25-54,0.11,1435,0.89
1656,Ireland,2014,Y25-54,0.12,1469,0.88
1657,Ireland,2015,Y25-54,0.13,1504,0.87
1658,Ireland,2016,Y25-54,0.12,1536,0.88
1659,Ireland,2017,Y25-54,0.12,1586,0.88
1660,Ireland,2018,Y25-54,0.13,1614,0.87
1661,Ireland,2019,Y25-54,0.13,1646,0.87
1662,Ireland,2020,Y25-54,0.14,1600,0.86
1663,Ireland,2021,Y25-54,0.11,1662,0.89
1664,Italy,2009,Y25-54,0.25,18309,0.75
1665,Italy,2010,Y25-54,0.25,18091,0.75
1666,Italy,2011,Y25-54,0.24,18084,0.76
1667,Italy,2012,Y25-54,0.22,17804,0.78
1668,Italy,2013,Y25-54,0.2,17288,0.8
1669,Italy,2014,Y25-54,0.21,17093,0.79
1670,Italy,2015,Y25-54,0.2,17089,0.8
1671,Italy,2016,Y25-54,0.21,17131,0.79
1672,Italy,2017,Y25-54,0.21,17100,0.79
1673,Italy,2018,Y25-54,0.2,17026,0.8
1674,Italy,2019,Y25-54,0.21,16936,0.79
1675,Italy,2020,Y25-54,0.21,16262,0.79
1676,Italy,2021,Y25-54,0.2,16249,0.8
1677,Lithuania,2009,Y25-54,-0.04,1018,1.04
1678,Lithuania,2010,Y25-54,-0.05,973,1.05
1679,Lithuania,2011,Y25-54,-0.02,969,1.02
1680,Lithuania,2012,Y25-54,-0.01,972,1.01
1681,Lithuania,2013,Y25-54,0.01,971,0.99
1682,Lithuania,2014,Y25-54,0.0,971,1.0
1683,Lithuania,2015,Y25-54,0.01,965,0.99
1684,Lithuania,2016,Y25-54,0.0,960,1.0
1685,Lithuania,2017,Y25-54,-0.01,944,1.01
1686,Lithuania,2018,Y25-54,0.01,948,0.99
1687,Lithuania,2019,Y25-54,0.0,948,1.0
1688,Lithuania,2020,Y25-54,0.01,935,0.99
1689,Lithuania,2021,Y25-54,0.01,941,0.99
1690,Luxembourg,2009,Y25-54,0.2,180,0.8
1691,Luxembourg,2010,Y25-54,0.19,186,0.81
1692,Luxembourg,2011,Y25-54,0.18,189,0.8200000000000001
1693,Luxembourg,2012,Y25-54,0.16,197,0.84
1694,Luxembourg,2013,Y25-54,0.14,199,0.86
1695,Luxembourg,2014,Y25-54,0.13,205,0.87
1696,Luxembourg,2015,Y25-54,0.13,211,0.87
1697,Luxembourg,2016,Y25-54,0.12,217,0.88
1698,Luxembourg,2017,Y25-54,0.07,224,0.9299999999999999
1699,Luxembourg,2018,Y25-54,0.08,230,0.92
1700,Luxembourg,2019,Y25-54,0.09,235,0.91
1701,Luxembourg,2020,Y25-54,0.08,239,0.92
1702,Luxembourg,2021,Y25-54,0.07,245,0.9299999999999999
1703,Latvia,2009,Y25-54,-0.01,659,1.01
1704,Latvia,2010,Y25-54,-0.02,634,1.02
1705,Latvia,2011,Y25-54,0.0,641,1.0
1706,Latvia,2012,Y25-54,0.02,644,0.98
1707,Latvia,2013,Y25-54,0.04,652,0.96
1708,Latvia,2014,Y25-54,0.04,642,0.96
1709,Latvia,2015,Y25-54,0.04,642,0.96
1710,Latvia,2016,Y25-54,0.03,636,0.97
1711,Latvia,2017,Y25-54,0.04,636,0.96
1712,Latvia,2018,Y25-54,0.03,640,0.97
1713,Latvia,2019,Y25-54,0.04,635,0.96
1714,Latvia,2020,Y25-54,0.04,618,0.96
1715,Latvia,2021,Y25-54,0.05,596,0.95
1716,Malta,2009,Y25-54,0.43,116,0.5700000000000001
1717,Malta,2010,Y25-54,0.41,117,0.5900000000000001
1718,Malta,2011,Y25-54,0.39,120,0.61
1719,Malta,2012,Y25-54,0.34,126,0.6599999999999999
1720,Malta,2013,Y25-54,0.3,131,0.7
1721,Malta,2014,Y25-54,0.28,138,0.72
1722,Malta,2015,Y25-54,0.28,144,0.72
1723,Malta,2016,Y25-54,0.25,152,0.75
1724,Malta,2017,Y25-54,0.23,163,0.77
1725,Malta,2018,Y25-54,0.22,176,0.78
1726,Malta,2019,Y25-54,0.2,191,0.8
1727,Malta,2020,Y25-54,0.17,198,0.83
1728,Malta,2021,Y25-54,0.15,207,0.85
1729,Netherlands,2009,Y25-54,0.13,5878,0.87
1730,Netherlands,2010,Y25-54,0.11,5801,0.89
1731,Netherlands,2011,Y25-54,0.12,5739,0.88
1732,Netherlands,2012,Y25-54,0.11,5712,0.89
1733,Netherlands,2013,Y25-54,0.09,5617,0.91
1734,Netherlands,2014,Y25-54,0.1,5542,0.9
1735,Netherlands,2015,Y25-54,0.11,5533,0.89
1736,Netherlands,2016,Y25-54,0.1,5572,0.9
1737,Netherlands,2017,Y25-54,0.09,5611,0.91
1738,Netherlands,2018,Y25-54,0.09,5668,0.91
1739,Netherlands,2019,Y25-54,0.08,5702,0.92
1740,Netherlands,2020,Y25-54,0.07,5691,0.9299999999999999
1741,Netherlands,2021,Y25-54,0.08,5748,0.92
1742,Poland,2009,Y25-54,0.12,12281,0.88
1743,Poland,2010,Y25-54,0.1,11848,0.9
1744,Poland,2011,Y25-54,0.1,11866,0.9
1745,Poland,2012,Y25-54,0.11,11855,0.89
1746,Poland,2013,Y25-54,0.11,11769,0.89
1747,Poland,2014,Y25-54,0.11,11920,0.89
1748,Poland,2015,Y25-54,0.1,12078,0.9
1749,Poland,2016,Y25-54,0.11,12146,0.89
1750,Poland,2017,Y25-54,0.11,12298,0.89
1751,Poland,2018,Y25-54,0.11,12397,0.89
1752,Poland,2019,Y25-54,0.12,12420,0.88
1753,Poland,2020,Y25-54,0.12,12453,0.88
1754,Poland,2021,Y25-54,0.1,12767,0.9
1755,Portugal,2009,Y25-54,0.1,3515,0.9
1756,Portugal,2010,Y25-54,0.09,3487,0.91
1757,Portugal,2011,Y25-54,0.08,3470,0.92
1758,Portugal,2012,Y25-54,0.07,3327,0.9299999999999999
1759,Portugal,2013,Y25-54,0.05,3246,0.95
1760,Portugal,2014,Y25-54,0.06,3333,0.94
1761,Portugal,2015,Y25-54,0.05,3359,0.95
1762,Portugal,2016,Y25-54,0.05,3377,0.95
1763,Portugal,2017,Y25-54,0.06,3442,0.94
1764,Portugal,2018,Y25-54,0.06,3480,0.94
1765,Portugal,2019,Y25-54,0.06,3485,0.94
1766,Portugal,2020,Y25-54,0.04,3429,0.96
1767,Portugal,2021,Y25-54,0.05,3463,0.95
1768,Romania,2009,Y25-54,0.17,6073,0.83
1769,Romania,2010,Y25-54,0.17,5917,0.83
1770,Romania,2011,Y25-54,0.16,5858,0.84
1771,Romania,2012,Y25-54,0.16,5880,0.84
1772,Romania,2013,Y25-54,0.16,5863,0.84
1773,Romania,2014,Y25-54,0.16,5946,0.84
1774,Romania,2015,Y25-54,0.16,6039,0.84
1775,Romania,2016,Y25-54,0.16,6074,0.84
1776,Romania,2017,Y25-54,0.16,6211,0.84
1777,Romania,2018,Y25-54,0.17,6236,0.83
1778,Romania,2019,Y25-54,0.17,6283,0.83
1779,Romania,2020,Y25-54,0.18,6204,0.8200000000000001
1780,Romania,2021,Y25-54,0.19,6272,0.81
1781,Sweden,2009,Y25-54,0.05,3041,0.95
1782,Sweden,2010,Y25-54,0.07,3044,0.9299999999999999
1783,Sweden,2011,Y25-54,0.07,3104,0.9299999999999999
1784,Sweden,2012,Y25-54,0.05,3128,0.95
1785,Sweden,2013,Y25-54,0.06,3161,0.94
1786,Sweden,2014,Y25-54,0.06,3198,0.94
1787,Sweden,2015,Y25-54,0.06,3252,0.94
1788,Sweden,2016,Y25-54,0.05,3318,0.95
1789,Sweden,2017,Y25-54,0.05,3395,0.95
1790,Sweden,2018,Y25-54,0.05,3451,0.95
1791,Sweden,2019,Y25-54,0.06,3476,0.94
1792,Sweden,2020,Y25-54,0.06,3431,0.94
1793,Sweden,2021,Y25-54,0.07,3450,0.9299999999999999
1794,Slovenia,2009,Y25-54,0.03,774,0.97
1795,Slovenia,2010,Y25-54,0.03,759,0.97
1796,Slovenia,2011,Y25-54,0.03,747,0.97
1797,Slovenia,2012,Y25-54,0.05,744,0.95
1798,Slovenia,2013,Y25-54,0.05,727,0.95
1799,Slovenia,2014,Y25-54,0.06,726,0.94
1800,Slovenia,2015,Y25-54,0.06,728,0.94
1801,Slovenia,2016,Y25-54,0.04,726,0.96
1802,Slovenia,2017,Y25-54,0.05,743,0.95
1803,Slovenia,2018,Y25-54,0.05,748,0.95
1804,Slovenia,2019,Y25-54,0.04,755,0.96
1805,Slovenia,2020,Y25-54,0.04,749,0.96
1806,Slovenia,2021,Y25-54,0.05,738,0.95
1807,Slovakia,2009,Y25-54,0.08,1976,0.92
1808,Slovakia,2010,Y25-54,0.06,1932,0.94
1809,Slovakia,2011,Y25-54,0.07,1923,0.9299999999999999
1810,Slovakia,2012,Y25-54,0.08,1918,0.92
1811,Slovakia,2013,Y25-54,0.08,1908,0.92
1812,Slovakia,2014,Y25-54,0.08,1926,0.92
1813,Slovakia,2015,Y25-54,0.09,1959,0.91
1814,Slovakia,2016,Y25-54,0.07,2007,0.9299999999999999
1815,Slovakia,2017,Y25-54,0.07,2006,0.9299999999999999
1816,Slovakia,2018,Y25-54,0.07,2035,0.9299999999999999
1817,Slovakia,2019,Y25-54,0.07,2049,0.9299999999999999
1818,Slovakia,2020,Y25-54,0.07,2003,0.9299999999999999
1819,Slovakia,2021,Y25-54,0.08,1982,0.92
1820,Austria,2009,Y55-64,0.19,366,0.81
1821,Austria,2010,Y55-64,0.17,389,0.83
1822,Austria,2011,Y55-64,0.16,391,0.84
1823,Austria,2012,Y55-64,0.16,415,0.84
1824,Austria,2013,Y55-64,0.18,442,0.8200000000000001
1825,Austria,2014,Y55-64,0.18,465,0.8200000000000001
1826,Austria,2015,Y55-64,0.15,490,0.85
1827,Austria,2016,Y55-64,0.17,538,0.83
1828,Austria,2017,Y55-64,0.17,582,0.83
1829,Austria,2018,Y55-64,0.19,635,0.81
1830,Austria,2019,Y55-64,0.17,663,0.83
1831,Austria,2020,Y55-64,0.16,682,0.84
1832,Austria,2021,Y55-64,0.15,713,0.85
1833,Belgium,2009,Y55-64,0.15,461,0.85
1834,Belgium,2010,Y55-64,0.17,500,0.83
1835,Belgium,2011,Y55-64,0.14,526,0.86
1836,Belgium,2012,Y55-64,0.13,541,0.87
1837,Belgium,2013,Y55-64,0.12,578,0.88
1838,Belgium,2014,Y55-64,0.11,599,0.89
1839,Belgium,2015,Y55-64,0.1,628,0.9
1840,Belgium,2016,Y55-64,0.11,658,0.89
1841,Belgium,2017,Y55-64,0.11,704,0.89
1842,Belgium,2018,Y55-64,0.09,745,0.91
1843,Belgium,2019,Y55-64,0.1,783,0.9
1844,Belgium,2020,Y55-64,0.1,809,0.9
1845,Belgium,2021,Y55-64,0.09,837,0.91
1846,Bulgaria,2009,Y55-64,0.15,445,0.85
1847,Bulgaria,2010,Y55-64,0.13,469,0.87
1848,Bulgaria,2011,Y55-64,0.11,467,0.89
1849,Bulgaria,2012,Y55-64,0.09,472,0.91
1850,Bulgaria,2013,Y55-64,0.08,485,0.92
1851,Bulgaria,2014,Y55-64,0.09,504,0.91
1852,Bulgaria,2015,Y55-64,0.07,523,0.9299999999999999
1853,Bulgaria,2016,Y55-64,0.07,529,0.9299999999999999
1854,Bulgaria,2017,Y55-64,0.08,561,0.92
1855,Bulgaria,2018,Y55-64,0.09,578,0.91
1856,Bulgaria,2019,Y55-64,0.09,606,0.91
1857,Bulgaria,2020,Y55-64,0.09,597,0.91
1858,Bulgaria,2021,Y55-64,0.1,599,0.9
1859,Cyprus,2009,Y55-64,0.3,49,0.7
1860,Cyprus,2010,Y55-64,0.28,52,0.72
1861,Cyprus,2011,Y55-64,0.28,52,0.72
1862,Cyprus,2012,Y55-64,0.26,48,0.74
1863,Cyprus,2013,Y55-64,0.23,47,0.77
1864,Cyprus,2014,Y55-64,0.2,44,0.8
1865,Cyprus,2015,Y55-64,0.18,47,0.8200000000000001
1866,Cyprus,2016,Y55-64,0.17,51,0.83
1867,Cyprus,2017,Y55-64,0.19,55,0.81
1868,Cyprus,2018,Y55-64,0.18,62,0.8200000000000001
1869,Cyprus,2019,Y55-64,0.21,63,0.79
1870,Cyprus,2020,Y55-64,0.24,64,0.76
1871,Cyprus,2021,Y55-64,0.23,67,0.77
1872,Czech Republic,2009,Y55-64,0.25,692,0.75
1873,Czech Republic,2010,Y55-64,0.22,693,0.78
1874,Czech Republic,2011,Y55-64,0.22,713,0.78
1875,Czech Republic,2012,Y55-64,0.21,729,0.79
1876,Czech Republic,2013,Y55-64,0.21,750,0.79
1877,Czech Republic,2014,Y55-64,0.21,768,0.79
1878,Czech Republic,2015,Y55-64,0.2,771,0.8
1879,Czech Republic,2016,Y55-64,0.19,795,0.81
1880,Czech Republic,2017,Y55-64,0.19,826,0.81
1881,Czech Republic,2018,Y55-64,0.17,854,0.83
1882,Czech Republic,2019,Y55-64,0.16,871,0.84
1883,Czech Republic,2020,Y55-64,0.14,888,0.86
1884,Czech Republic,2021,Y55-64,0.13,900,0.87
1885,Germany,2009,Y55-64,0.15,5394,0.85
1886,Germany,2010,Y55-64,0.14,5559,0.86
1887,Germany,2011,Y55-64,0.14,5954,0.86
1888,Germany,2012,Y55-64,0.14,6283,0.86
1889,Germany,2013,Y55-64,0.12,6660,0.88
1890,Germany,2014,Y55-64,0.11,6986,0.89
1891,Germany,2015,Y55-64,0.1,7225,0.9
1892,Germany,2016,Y55-64,0.1,7673,0.9
1893,Germany,2017,Y55-64,0.1,7998,0.9
1894,Germany,2018,Y55-64,0.09,8408,0.91
1895,Germany,2019,Y55-64,0.09,8785,0.91
1896,Germany,2020,Y55-64,0.07,8907,0.9299999999999999
1897,Germany,2021,Y55-64,0.08,9211,0.92
1898,Denmark,2009,Y55-64,0.13,397,0.87
1899,Denmark,2010,Y55-64,0.1,400,0.9
1900,Denmark,2011,Y55-64,0.1,402,0.9
1901,Denmark,2012,Y55-64,0.1,405,0.9
1902,Denmark,2013,Y55-64,0.1,408,0.9
1903,Denmark,2014,Y55-64,0.11,421,0.89
1904,Denmark,2015,Y55-64,0.1,437,0.9
1905,Denmark,2016,Y55-64,0.08,460,0.92
1906,Denmark,2017,Y55-64,0.08,481,0.92
1907,Denmark,2018,Y55-64,0.09,493,0.91
1908,Denmark,2019,Y55-64,0.09,518,0.91
1909,Denmark,2020,Y55-64,0.09,529,0.91
1910,Denmark,2021,Y55-64,0.08,545,0.92
1911,Estonia,2009,Y55-64,-0.02,95,1.02
1912,Estonia,2010,Y55-64,-0.03,87,1.03
1913,Estonia,2011,Y55-64,-0.01,96,1.01
1914,Estonia,2012,Y55-64,-0.03,102,1.03
1915,Estonia,2013,Y55-64,-0.03,107,1.03
1916,Estonia,2014,Y55-64,0.02,109,0.98
1917,Estonia,2015,Y55-64,-0.02,109,1.02
1918,Estonia,2016,Y55-64,-0.02,111,1.02
1919,Estonia,2017,Y55-64,-0.03,116,1.03
1920,Estonia,2018,Y55-64,-0.05,118,1.05
1921,Estonia,2019,Y55-64,-0.05,124,1.05
1922,Estonia,2020,Y55-64,-0.06,123,1.06
1923,Estonia,2021,Y55-64,-0.03,122,1.03
1924,Greece,2009,Y55-64,0.3,546,0.7
1925,Greece,2010,Y55-64,0.28,549,0.72
1926,Greece,2011,Y55-64,0.25,515,0.75
1927,Greece,2012,Y55-64,0.22,476,0.78
1928,Greece,2013,Y55-64,0.2,467,0.8
1929,Greece,2014,Y55-64,0.19,452,0.81
1930,Greece,2015,Y55-64,0.21,461,0.79
1931,Greece,2016,Y55-64,0.19,490,0.81
1932,Greece,2017,Y55-64,0.22,521,0.78
1933,Greece,2018,Y55-64,0.23,563,0.77
1934,Greece,2019,Y55-64,0.25,597,0.75
1935,Greece,2020,Y55-64,0.23,596,0.77
1936,Greece,2021,Y55-64,0.24,681,0.76
1937,Spain,2009,Y55-64,0.24,2185,0.76
1938,Spain,2010,Y55-64,0.22,2190,0.78
1939,Spain,2011,Y55-64,0.18,2274,0.8200000000000001
1940,Spain,2012,Y55-64,0.16,2289,0.84
1941,Spain,2013,Y55-64,0.14,2295,0.86
1942,Spain,2014,Y55-64,0.13,2395,0.87
1943,Spain,2015,Y55-64,0.14,2595,0.86
1944,Spain,2016,Y55-64,0.13,2791,0.87
1945,Spain,2017,Y55-64,0.14,2942,0.86
1946,Spain,2018,Y55-64,0.15,3115,0.85
1947,Spain,2019,Y55-64,0.14,3315,0.86
1948,Spain,2020,Y55-64,0.14,3465,0.86
1949,Spain,2021,Y55-64,0.13,3616,0.87
1963,Finland,2009,Y55-64,-0.02,426,1.02
1964,Finland,2010,Y55-64,-0.01,438,1.01
1965,Finland,2011,Y55-64,0.0,439,1.0
1966,Finland,2012,Y55-64,-0.03,444,1.03
1967,Finland,2013,Y55-64,-0.04,441,1.04
1968,Finland,2014,Y55-64,-0.05,439,1.05
1969,Finland,2015,Y55-64,-0.05,439,1.05
1970,Finland,2016,Y55-64,-0.03,448,1.03
1971,Finland,2017,Y55-64,-0.01,454,1.01
1972,Finland,2018,Y55-64,-0.02,472,1.02
1973,Finland,2019,Y55-64,-0.04,481,1.04
1974,Finland,2020,Y55-64,-0.01,485,1.01
1975,Finland,2021,Y55-64,-0.01,494,1.01
1976,France,2009,Y55-64,0.04,3164,0.96
1977,France,2010,Y55-64,0.04,3314,0.96
1978,France,2011,Y55-64,0.04,3493,0.96
1979,France,2012,Y55-64,0.04,3755,0.96
1980,France,2013,Y55-64,0.04,3843,0.96
1981,France,2014,Y55-64,0.02,3955,0.98
1982,France,2015,Y55-64,0.02,4109,0.98
1983,France,2016,Y55-64,0.02,4205,0.98
1984,France,2017,Y55-64,0.01,4337,0.99
1985,France,2018,Y55-64,0.02,4439,0.98
1986,France,2019,Y55-64,0.03,4544,0.97
1987,France,2020,Y55-64,0.03,4631,0.97
1988,France,2021,Y55-64,0.04,4722,0.96
1989,Croatia,2009,Y55-64,0.2,215,0.8
1990,Croatia,2010,Y55-64,0.22,223,0.78
1991,Croatia,2011,Y55-64,0.22,225,0.78
1992,Croatia,2012,Y55-64,0.2,223,0.8
1993,Croatia,2013,Y55-64,0.14,226,0.86
1994,Croatia,2014,Y55-64,0.19,219,0.81
1995,Croatia,2015,Y55-64,0.17,236,0.83
1996,Croatia,2016,Y55-64,0.13,229,0.87
1997,Croatia,2017,Y55-64,0.17,242,0.83
1998,Croatia,2018,Y55-64,0.16,257,0.84
1999,Croatia,2019,Y55-64,0.17,263,0.83
2000,Croatia,2020,Y55-64,0.15,272,0.85
2001,Croatia,2021,Y55-64,0.12,291,0.88
2002,Hungary,2009,Y55-64,0.13,425,0.87
2003,Hungary,2010,Y55-64,0.1,460,0.9
2004,Hungary,2011,Y55-64,0.07,496,0.9299999999999999
2005,Hungary,2012,Y55-64,0.09,513,0.91
2006,Hungary,2013,Y55-64,0.13,536,0.87
2007,Hungary,2014,Y55-64,0.15,583,0.85
2008,Hungary,2015,Y55-64,0.16,624,0.84
2009,Hungary,2016,Y55-64,0.18,673,0.8200000000000001
2010,Hungary,2017,Y55-64,0.21,681,0.79
2011,Hungary,2018,Y55-64,0.21,696,0.79
2012,Hungary,2019,Y55-64,0.23,699,0.77
2013,Hungary,2020,Y55-64,0.23,707,0.77
2014,Hungary,2021,Y55-64,0.21,721,0.79
2015,Ireland,2009,Y55-64,0.19,228,0.81
2016,Ireland,2010,Y55-64,0.16,228,0.84
2017,Ireland,2011,Y55-64,0.14,231,0.86
2018,Ireland,2012,Y55-64,0.12,231,0.88
2019,Ireland,2013,Y55-64,0.15,243,0.85
2020,Ireland,2014,Y55-64,0.17,254,0.83
2021,Ireland,2015,Y55-64,0.19,273,0.81
2022,Ireland,2016,Y55-64,0.17,287,0.83
2023,Ireland,2017,Y55-64,0.16,302,0.84
2024,Ireland,2018,Y55-64,0.16,318,0.84
2025,Ireland,2019,Y55-64,0.16,334,0.84
2026,Ireland,2020,Y55-64,0.16,336,0.84
2027,Ireland,2021,Y55-64,0.13,354,0.87
2028,Italy,2009,Y55-64,0.21,2561,0.79
2029,Italy,2010,Y55-64,0.21,2669,0.79
2030,Italy,2011,Y55-64,0.2,2813,0.8
2031,Italy,2012,Y55-64,0.19,2992,0.81
2032,Italy,2013,Y55-64,0.19,3172,0.81
2033,Italy,2014,Y55-64,0.2,3451,0.8
2034,Italy,2015,Y55-64,0.21,3632,0.79
2035,Italy,2016,Y55-64,0.21,3842,0.79
2036,Italy,2017,Y55-64,0.2,4070,0.8
2037,Italy,2018,Y55-64,0.2,4282,0.8
2038,Italy,2019,Y55-64,0.2,4433,0.8
2039,Italy,2020,Y55-64,0.19,4492,0.81
2040,Italy,2021,Y55-64,0.19,4588,0.81
2041,Lithuania,2009,Y55-64,0.08,174,0.92
2042,Lithuania,2010,Y55-64,0.06,167,0.94
2043,Lithuania,2011,Y55-64,0.07,176,0.9299999999999999
2044,Lithuania,2012,Y55-64,0.08,184,0.92
2045,Lithuania,2013,Y55-64,0.05,196,0.95
2046,Lithuania,2014,Y55-64,0.05,211,0.95
2047,Lithuania,2015,Y55-64,0.03,231,0.97
2048,Lithuania,2016,Y55-64,0.04,253,0.96
2049,Lithuania,2017,Y55-64,0.02,264,0.98
2050,Lithuania,2018,Y55-64,0.03,278,0.97
2051,Lithuania,2019,Y55-64,0.01,282,0.99
2052,Lithuania,2020,Y55-64,0.01,280,0.99
2053,Lithuania,2021,Y55-64,0.0,283,1.0
2054,Luxembourg,2009,Y55-64,0.17,19,0.83
2055,Luxembourg,2010,Y55-64,0.17,21,0.83
2056,Luxembourg,2011,Y55-64,0.16,22,0.84
2057,Luxembourg,2012,Y55-64,0.13,23,0.87
2058,Luxembourg,2013,Y55-64,0.16,23,0.84
2059,Luxembourg,2014,Y55-64,0.15,25,0.85
2060,Luxembourg,2015,Y55-64,0.09,25,0.91
2061,Luxembourg,2016,Y55-64,0.14,26,0.86
2062,Luxembourg,2017,Y55-64,0.11,27,0.89
2063,Luxembourg,2018,Y55-64,0.11,29,0.89
2064,Luxembourg,2019,Y55-64,0.12,32,0.88
2065,Luxembourg,2020,Y55-64,0.06,34,0.94
2066,Luxembourg,2021,Y55-64,0.1,37,0.9
2067,Latvia,2009,Y55-64,-0.02,126,1.02
2068,Latvia,2010,Y55-64,-0.01,116,1.01
2069,Latvia,2011,Y55-64,0.01,125,0.99
2070,Latvia,2012,Y55-64,0.01,133,0.99
2071,Latvia,2013,Y55-64,0.01,141,0.99
2072,Latvia,2014,Y55-64,0.0,146,1.0
2073,Latvia,2015,Y55-64,0.01,156,0.99
2074,Latvia,2016,Y55-64,0.0,162,1.0
2075,Latvia,2017,Y55-64,0.0,165,1.0
2076,Latvia,2018,Y55-64,0.01,175,0.99
2077,Latvia,2019,Y55-64,0.01,180,0.99
2078,Latvia,2020,Y55-64,0.01,182,0.99
2079,Latvia,2021,Y55-64,0.01,178,0.99
2080,Malta,2009,Y55-64,0.34,17,0.6599999999999999
2081,Malta,2010,Y55-64,0.36,19,0.64
2082,Malta,2011,Y55-64,0.37,20,0.63
2083,Malta,2012,Y55-64,0.35,21,0.65
2084,Malta,2013,Y55-64,0.36,22,0.64
2085,Malta,2014,Y55-64,0.35,23,0.65
2086,Malta,2015,Y55-64,0.35,25,0.65
2087,Malta,2016,Y55-64,0.34,28,0.6599999999999999
2088,Malta,2017,Y55-64,0.34,29,0.6599999999999999
2089,Malta,2018,Y55-64,0.34,31,0.6599999999999999
2090,Malta,2019,Y55-64,0.31,31,0.69
2091,Malta,2020,Y55-64,0.29,32,0.71
2092,Malta,2021,Y55-64,0.28,31,0.72
2093,Netherlands,2009,Y55-64,0.23,1094,0.77
2094,Netherlands,2010,Y55-64,0.22,1134,0.78
2095,Netherlands,2011,Y55-64,0.2,1189,0.8
2096,Netherlands,2012,Y55-64,0.19,1235,0.81
2097,Netherlands,2013,Y55-64,0.2,1270,0.8
2098,Netherlands,2014,Y55-64,0.2,1292,0.8
2099,Netherlands,2015,Y55-64,0.2,1346,0.8
